a  Lycodapus_extensus
a  Chromis_woodsi  Bruner_and_Arnam_1979
a  Aphyosemion_splendopleure  Bruning_1929
a  Barboides_gracilis  Bruning_1929
a  Carapus_acus  Brunnich_1768
a  Pagellus_bogaraveo  Brunnich_1768
a  Parablennius_tentacularis  Brunnich_1768
a  Phycis_blennoides  Brunnich_1768
a  Trachipterus_arcticus  Brunnich_1771
a  Lampris_guttatus  Brunnich_1788
a  Physiculus_marisrubri  Bruss_1986
a  Physiculus_normani  Bruss_1986
a  Uranoscopus_bauchotae  Bruss_1987
a  Uranoscopus_dahlakensis  Bruss_1987
a  Uranoscopus_dollfusi  Bruss_1987
a  Uranoscopus_marisrubri  Bruss_1987
a  Danaphos_asteroscopus  Bruun_1931
a  Thorophos_euryops  Bruun_1931
a  Valenciennellus_carlsbergi  Bruun_1931
a  Chascanopsetta_danae  Bruun_1937
a  Monolene_danae  Bruun_1937
a  Thaumatichthys_axeli  Bruun_1953
a  Iranocypris_typhlops  Bruun_and_Kaiser_1944
a  Blenniella_paula  Bryan_and_Herre_1903
a  Entomacrodus_sealei  Bryan_and_Herre_1903
a  Hisonotus_taimensis  Buckup_1981
a  Heptapterus_sympterygium  Buckup_1988
a  Ammocryptocharax_minutus  Buckup_1993
a  Leptocharacidium_omospilus  Buckup_1993
a  Melanocharacidium_compressus  Buckup_1993
a  Melanocharacidium_depressum  Buckup_1993
a  Melanocharacidium_dispilomma  Buckup_1993
a  Melanocharacidium_melanopteron  Buckup_1993
a  Melanocharacidium_nigrum  Buckup_1993
a  Melanocharacidium_pectorale  Buckup_1993
a  Microcharacidium_gnomus  Buckup_1993
a  Microcharacidium_weitzmani  Buckup_1993
a  Characidium_vestigipinne  Buckup_and_Hahn_2000
a  Characidium_occidentale  Buckup_and_Reis_1997
a  Characidium_orientale  Buckup_and_Reis_1997
a  Characidium_serrano  Buckup_and_Reis_1997
a  Alburnoides_oblongus  Bulgakov_1923
a  Clarias_gariepinus  Burchell_1822
a  Labeobarbus_aeneus  Burchell_1822
a  Apolemichthys_xanthopunctatus  Burgess_1973
a  Centropyge_aurantonotus  Burgess_1974
a  Cynotilapia_axelrodi  Burgess_1976
a  Pseudotropheus_aurora  Burgess_1976
a  Pseudotropheus_lanisticola  Burgess_1976
a  Pseudotropheus_lombardoi  Burgess_1977
a  Siganus_magnificus  Burgess_1977
a  Hoplolatilus_marcosi  Burgess_1978
a  Hoplolatilus_purpureus  Burgess_1978
a  Placidochromis_electra  Burgess_1979
a  Amphiprion_thiellei  Burgess_1981
a  Pomacentrus_alleni  Burgess_1981
a  Corydoras_adolfoi  Burgess_1982
a  Corydoras_robineae  Burgess_1983
a  Corydoras_incolicana  Burgess_1993
a  Corydoras_parallelus  Burgess_1993
a  Corydoras_virginiae  Burgess_1993
a  Hyphessobrycon_pyrrhonotus  Burgess_1993
a  Panaque_aureatus  Burgess_1994
a  Corydoras_coriatae  Burgess_1997
a  Prognathodes_brasiliensis  Burgess_2001
a  Alticorpus_peterdaviesi  Burgess_and_Axelrod_1973
a  Diplotaxodon_ecclesi  Burgess_and_Axelrod_1973
a  Lethrinops_gossei  Burgess_and_Axelrod_1973
a  Lethrinops_polli  Burgess_and_Axelrod_1973
a  Maravichromis_anaphyrmus  Burgess_and_Axelrod_1973
a  Placidochromis_hennydaviesae  Burgess_and_Axelrod_1973
a  Placidochromis_stonemani  Burgess_and_Axelrod_1973
a  Nimbochromis_linni  Burgess_and_Axelrod_1975
a  Pseudotropheus_tursiops  Burgess_and_Axelrod_1975
a  Labidochromis_mathotho  Burgess_and_Axelrod_1976
a  Melanochromis_parallelus  Burgess_and_Axelrod_1976
a  Amphichaetodon_melbae  Burgess_and_Caldwell_in_Burgess_1978
a  Demissolinea_novaeguineensis  Burhanuddin_and_Iwatsuki_2003
a  Trichiurus_nickolensis  Burhanuddin_and_Iwatsuki_2003
a  Careproctus_gilberti  Burke_1912
a  Careproctus_longipinnis  Burke_1912
a  Liparis_bristolensis  Burke_1912
a  Liparis_megacephalus  Burke_1912
a  Paraliparis_deani  Burke_1912
a  Paraliparis_garmani  Burke_1912
a  Rhinoliparis_attenuatus  Burke_1912
a  Allocareproctus_jordani  Burke_1930
a  Careproctus_abbreviatus  Burke_1930
a  Liparis_rhodosoma  Burke_1930
a  Etheostoma_sequatchiense  Burr_1979
a  Campostoma_pauciradii  Burr_and_Cashner_1983
a  Cycleptus_meridionalis  Burr_and_Mayden_1999
a  Percina_stictogaster  Burr_and_Page_1993
a  Etheostoma_barrenense  Burr_and_Page_in_Page_and_Burr_1982
a  Etheostoma_rafinesquei  Burr_and_Page_in_Page_and_Burr_1982
a  Pangio_agma  Burridge_1992
a  Centroberyx_druzhinini  Busakhin_1981
a  Neolamprologus_marunguensis  Buscher_1989
a  Xenotilapia_papilio  Buscher_1990
a  Lamprologus_meleagris  Buscher_1991
a  Lamprologus_speciosus  Buscher_1991
a  Neolamprologus_pectoralis  Buscher_1991
a  Neolamprologus_nigriventris  Buscher_1992
a  Neolamprologus_similis  Buscher_1992
a  Neolamprologus_bifasciatus  Buscher_1993
a  Cyprichromis_pavo  Buscher_1994
a  Neolamprologus_variostigma  Buscher_1995
a  Neolamprologus_ventralis  Buscher_1995
a  Neolamprologus_helianthus  Buscher_1997
a  Phallichthys_tico  Bussing_1963
a  Lampanyctus_iselinoides  Bussing_1965
a  Leuroglossus_urotranus  Bussing_1965
a  Melanostigma_bathium  Bussing_1965
a  Talismania_aphos  Bussing_1965
a  Brachyrhaphis_holdridgei  Bussing_1967
a  Hyphessobrycon_savagei  Bussing_1967
a  Piabucina_boruca  Bussing_1967
a  Poeciliopsis_paucimaculata  Bussing_1967
a  Pseudocheirodon_terrabae  Bussing_1967
a  Imparales_panamensis  Bussing_1970
a  Imparfinis_lineatus  Bussing_1970
a  Halichoeres_aestuaricola  Bussing_1972
a  Amphilophus_diquis  Bussing_1974
a  Archocentrus_sajica  Bussing_1974
a  Pterobrycon_myrnae  Bussing_1974
a  Atherinella_hubbsi  Bussing_1979
a  Atherinella_jiloaensis  Bussing_1979
a  Atherinella_milleri  Bussing_1979
a  Phallichthys_quadripunctatus  Bussing_1979
a  Liopropoma_fasciatum  Bussing_1980
a  Rivulus_fuscolineatus  Bussing_1980
a  Rivulus_glaucus  Bussing_1980
a  Rivulus_siegfriedi  Bussing_1980
a  Rivulus_uroflammeus  Bussing_1980
a  Elacatinus_janssi  Bussing_1981
a  Evermannia_erici  Bussing_1983
a  Halichoeres_discolor  Bussing_1983
a  Roeboides_ilseae  Bussing_1986
a  Brachyrhaphis_roseni  Bussing_1988
a  Parachromis_loisellei  Bussing_1989
a  Chriolepis_cuneata  Bussing_1990
a  Chriolepis_dialepta  Bussing_1990
a  Elacatinus_nesiotes  Bussing_1990
a  Lythrypnus_alphigena  Bussing_1990
a  Lythrypnus_cobalus  Bussing_1990
a  Lythrypnus_insularis  Bussing_1990
a  Lythrypnus_lavenbergi  Bussing_1990
a  Axoclinus_cocoensis  Bussing_1991
a  Lepidonectes_clarkhubbsi  Bussing_1991
a  Uropterygius_versutus  Bussing_1991
a  Pomadasys_empherus  Bussing_1993
a  Eleotris_tecta  Bussing_1996
a  Sicydium_adelum  Bussing_1996
a  Chriolepis_atrimelum  Bussing_1997
a  Gymnothorax_phalarus  Bussing_1998
a  Ptereleotris_carinata  Bussing_2001
a  Benthalbella_macropinna  Bussing_and_Bussing_1966
a  Sphoeroides_rosenblatti  Bussing_in_Walker_&_Bussing_1996
a  Girardinichthys_viviparus  Bustamante_1837
a  Cubiceps_paradoxus  Butler_1979
a  Scopelengys_clarkei  Butler_and_Ahlstrom_1976
a  Cataetyx_alleni  Byrne_1906
a  Monolene_microstoma  Cadenat_1937
a  Pterothrissus_belloci  Cadenat_1937
a  Serranus_heterurus  Cadenat_1937
a  Trachinus_pellegrini  Cadenat_1937
a  Scorpaena_elongata  Cadenat_1943
a  Scorpaena_loppei  Cadenat_1943
a  Scorpaena_normani  Cadenat_1943
a  Scorpaena_stephanica  Cadenat_1943
a  Cepola_pauciradiata  Cadenat_1950
a  Merluccius_polli  Cadenat_1950
a  Merluccius_senegalensis  Cadenat_1950
a  Scorpaenodes_elongatus  Cadenat_1950
a  Trachurus_trecae  Cadenat_1950
a  Holacanthus_africanus  Cadenat_1951
a  Malacoctenus_africanus  Cadenat_1951
a  Umbrina_steindachneri  Cadenat_1951
a  Uranoscopus_polli  Cadenat_1951
a  Callechelys_leucoptera  Cadenat_1954
a  Echiophis_creutzbergi  Cadenat_1956
a  Antennarius_senegalensis  Cadenat_1959
a  Serranus_africanus  Cadenat_1960
a  Diplodus_prayensis  Cadenat_1964
a  Tripterygion_delaisi  Cadenat_and_Blache_1970
a  Phaenomonas_longissima  Cadenat_and_Marchal_1963
a  Xyrichtys_blanchardi  Cadenat_and_Marchal_1963
a  Ethadophis_foresti  Cadenat_and_Roux_1964
a  Dentex_barnardi  Cadenat_in_Blache_Cadenat_and_Stauch_1970
a  Diplodus_bermudensis  Caldwell_1965
a  Porichthys_pauciradiatus  Caldwell_and_Caldwell_1963
a  Copionodon_lianae  Campanario_and_de_Pinna_2000
a  Gymnotus_bahianus  Campos
a  Gymnotus_diamantinensis  Campos
a  Megadontognathus_kaitukaensis  Campos
a  Sternarchorhynchus_britskii  Campos
a  Sternarchorhynchus_mesensis  Campos
a  Cheirodon_kiliani  Campos_1982
a  Helcogrammoides_chilensis  Cancino_in_de_Buen_1960
a  Sphaerichthys_osphromenoides  Canestrini_1860
a  Knipowitschia_punctatissima  Canestrini_1864
a  Opeatogenys_gracilis  Canestrini_1864
a  Cobitis_bilineata  Canestrini_1865
a  Padogobius_nigricans  Canestrini_1867
a  Syngnathus_taenionotus  Canestrini_1871
a  Channa_argus  Cantor_1842
a  Hyporhamphus_intermedius  Cantor_1842
a  Macropodus_ocellatus  Cantor_1842
a  Misgurnus_anguillicaudatus  Cantor_1842
a  Periophthalmus_modestus  Cantor_1842
a  Archamia_fucata  Cantor_1849
a  Arothron_carduus  Cantor_1849
a  Betta_pugnax  Cantor_1849
a  Cocotropus_echinatus  Cantor_1849
a  Cryptocentrus_russus  Cantor_1849
a  Cynoglossus_trulla  Cantor_1849
a  Euthynnus_affinis  Cantor_1849
a  Hippichthys_penicillus  Cantor_1849
a  Hippocampus_comes  Cantor_1849
a  Macrotrema_caligans  Cantor_1849
a  Ophichthus_grandoculis  Cantor_1849
a  Otolithoides_biauritus  Cantor_1849
a  Paramugil_parmata  Cantor_1849
a  Pentaprion_longimanus  Cantor_1849
a  Petroscirtes_variabilis  Cantor_1849
a  Proteracanthus_sarissophorus  Cantor_1849
a  Pseudotriacanthus_strigilifer  Cantor_1849
a  Setipinna_breviceps  Cantor_1849
a  Uranoscopus_cognatus  Cantor_1849
a  Sphaerophysa_dianchiensis  Cao_and_Zhu_1988
a  Triplophysa_cakaensis  Cao_and_Zhu_1988
a  Triplophysa_gerzeensis  Cao_and_Zhu_1988
a  Paracobitis_oligolepis  Cao_and_Zhu_in_Zheng_et_al._1989
a  Yunnanilus_elakatis  Cao_and_Zhu_in_Zheng_et_al._1989
a  Yunnanilus_yangzonghaiensis  Cao_and_Zhu_in_Zheng_et_al._1989
a  Astroblepus_riberae  Cardona_and_Guerao_1994
a  Hemiancistrus_megalopteryx  Cardoso_2004
a  Hemiancistrus_votouro  Cardoso_and_da_Silva_2004
a  Hemiancistrus_micrommatos  Cardoso_and_Lucinda_2003
a  Hemiancistrus_spilomma  Cardoso_and_Lucinda_2003
a  Hemiancistrus_spinosissimus  Cardoso_and_Lucinda_2003
a  Hemiancistrus_chlorostictus  Cardoso_and_Malabarba_1999
a  Hemiancistrus_fuliginosus  Cardoso_and_Malabarba_1999
a  Hemiancistrus_punctulatus  Cardoso_and_Malabarba_1999
a  Cirripectes_auritus  Carlson_1981
a  Apolemichthys_griffisi  Carlson_and_Taylor_1981
a  Bovichtus_diacanthus  Carmichael_1819
a  Hyperoglyphe_antarctica  Carmichael_1819
a  Nelabrichthys_ornatus  Carmichael_1819
a  Nemadactylus_monodactylus  Carmichael_1819
a  Caesio_varilineata  Carpenter_1987
a  Pterocaesio_lativittata  Carpenter_1987
a  Pterocaesio_randalli  Carpenter_1987
a  Pterocaesio_tessellata  Carpenter_1987
a  Pterocaesio_trilineata  Carpenter_1987
a  Lethrinus_ravus  Carpenter_and_Randall_2003
a  Cyprinodon_hubbsi  Carr_1936
a  Amphilophus_hogaboomorum  Carr_and_Giovannoli_1950
a  Prietella_phreatophila  Carranza_1954
a  Apagesoma_edentatum  Carter_1983
a  Monomitopus_magnus  Carter_and_Cohen_1985
a  Porogadus_silus  Carter_and_Sulak_1984
a  Pomacentrus_ovoides  Cartier_1874
a  Lophiodes_beroe  Caruso_1981
a  Lophiodes_bruchius  Caruso_1981
a  Bathychaunax_melanostomus  Caruso_1989
a  Chaunax_suttkusi  Caruso_1989
a  Sladenia_shaefersi  Caruso_and_Bullis_1976
a  Lophiodes_reticulatus  Caruso_and_Suttkus_1979
a  Membras_dissimilis  Carvalho_1956
a  Simpsonichthys_boitonei  Carvalho_1959
a  Simpsonichthys_myersi  Carvalho_1971
a  Simpsonichthys_bokermanni  Carvalho_and_Da_Cruz_1987
a  Hypostomus_ericae  Carvalho_and_Weber_2005
a  Hypostomus_paucipunctatus  Carvalho_and_Weber_2005
a  Hypostomus_simios  Carvalho_and_Weber_2005
a  Hypostomus_soniae  Carvalho_and_Weber_2005
a  Hypostomus_waiampi  Carvalho_and_Weber_2005
a  Pachyurus_calhamazon  Casatti_2001
a  Pachyurus_gabrielensis  Casatti_2001
a  Pachypops_pigmaeus  Casatti_2002
a  Pachyurus_stewarti  Casatti_and_Chao_2002
a  Crenicichla_celidochilus  Casciotta_1987
a  Astyanax_saguazu  Casciotta_Almirn_and_Azpelicueta_2003
a  Bryconamericus_ikaa  Casciotta_Almirn_and_Azpelicueta_2004
a  Astyanax_pynandi  Casciotta_Almirn_Bechara_Roux_and_Ruiz_Diaz_2003
a  Bryconamericus_uporas  Casciotta_Azpelicueta_and_Almirn_2002
a  Cichlasoma_tembe  Casciotta_Gmez_and_Toresanni_1995
a  Gymnogeophagus_che  Casciotta_Gmez_and_Toresanni_2000
a  Heterocheirodon_yatai  Casciotta_Miquelarena_and_Protogino_1992
a  Fundulus_bifax  Cashner_and_Rogers_in_Cashner_Rogers_and_Grady_1988
a  Ambloplites_constellatus  Cashner_and_Suttkus_1977
a  Austrolebias_alexandri  Castello_and_Lopez_1974
a  Acanthurus_bahianus  Castelnau_1855
a  Ageneiosus_ucayalensis  Castelnau_1855
a  Anadoras_weddellii  Castelnau_1855
a  Apogon_americanus  Castelnau_1855
a  Apteronotus_bonapartii  Castelnau_1855
a  Baryancistrus_niveatus  Castelnau_1855
a  Brachyplatystoma_rousseauxii  Castelnau_1855
a  Brochis_splendens  Castelnau_1855
a  Brycon_devillei  Castelnau_1855
a  Crenicichla_lacustris  Castelnau_1855
a  Geophagus_obscurus  Castelnau_1855
a  Geophagus_proximus  Castelnau_1855
a  Gymnothorax_vicinus  Castelnau_1855
a  Hypostomus_alatus  Castelnau_1855
a  Hypostomus_asperatus  Castelnau_1855
a  Hypostomus_subcarinatus  Castelnau_1855
a  Leporinus_bimaculatus  Castelnau_1855
a  Loricariichthys_castaneus  Castelnau_1855
a  Mesonauta_acora  Castelnau_1855
a  Ophichthus_gomesii  Castelnau_1855
a  Orestias_tschudii  Castelnau_1855
a  Parancistrus_aurantiacus  Castelnau_1855
a  Plagioscion_auratus  Castelnau_1855
a  Pseudacanthicus_spinosus  Castelnau_1855
a  Pterygoplichthys_pardalis  Castelnau_1855
a  Retroculus_lapidifer  Castelnau_1855
a  Rhamphichthys_lineatus  Castelnau_1855
a  Rhamphichthys_marmoratus  Castelnau_1855
a  Selene_spixii  Castelnau_1855
a  Serrasalmus_gibbus  Castelnau_1855
a  Stegastes_pictus  Castelnau_1855
a  Stegastes_variabilis  Castelnau_1855
a  Tetragonopterus_sawa  Castelnau_1855
a  Trichomycterus_punctatissimus  Castelnau_1855
a  Triportheus_trifurcatus  Castelnau_1855
a  Xyrichtys_splendens  Castelnau_1855
a  Acanthistius_sebastoides  Castelnau_1861
a  Boopsoidea_inornata  Castelnau_1861
a  Clarias_ngamensis  Castelnau_1861
a  Cymatoceps_nasutus  Castelnau_1861
a  Epinephelus_chabaudi  Castelnau_1861
a  Galaxias_zebratus  Castelnau_1861
a  Galeichthys_ater  Castelnau_1861
a  Haplochromis_smithii  Castelnau_1861
a  Hydrocynus_vittatus  Castelnau_1861
a  Labeobarbus_natalensis  Castelnau_1861
a  Merluccius_capensis  Castelnau_1861
a  Mormyrus_lacerda  Castelnau_1861
a  Oreochromis_andersonii  Castelnau_1861
a  Sandelia_bainsii  Castelnau_1861
a  Serranochromis_thumbergi  Castelnau_1861
a  Sparodon_durbanensis  Castelnau_1861
a  Stephanolepis_auratus  Castelnau_1861
a  Trachurus_capensis  Castelnau_1861
a  Dotalabrus_aurantiacus  Castelnau_1872
a  Heteroclinus_adelaidae  Castelnau_1872
a  Hippocampus_tristis  Castelnau_1872
a  Latridopsis_forsteri  Castelnau_1872
a  Neopataecus_waterhousii  Castelnau_1872
a  Neoplatycephalus_richardsoni  Castelnau_1872
a  Nesogobius_pulchellus  Castelnau_1872
a  Ophiclinus_antarcticus  Castelnau_1872
a  Parequula_melbournensis  Castelnau_1872
a  Philypnodon_nudiceps  Castelnau_1872
a  Pugnaso_curtirostris  Castelnau_1872
a  Rhycherus_filamentosus  Castelnau_1872
a  Thunnus_maccoyii  Castelnau_1872
a  Urocampus_carinirostris  Castelnau_1872
a  Acanthaluteres_vittiger  Castelnau_1873
a  Bostockia_porosa  Castelnau_1873
a  Gobiodon_unicolor  Castelnau_1873
a  Helicolenus_alporti  Castelnau_1873
a  Hippocampus_subelongatus  Castelnau_1873
a  Lutjanus_adetii  Castelnau_1873
a  Marilyna_darwinii  Castelnau_1873
a  Microcanthus_vittatus  Castelnau_1873
a  Myripristis_amaena  Castelnau_1873
a  Nannoperca_vittata  Castelnau_1873
a  Neocirrhites_armatus  Castelnau_1873
a  Priacanthus_bleekeri  Castelnau_1873
a  Tylosurus_gavialoides  Castelnau_1873
a  Choerodon_cephalotes  Castelnau_1875
a  Epinephelides_armatus  Castelnau_1875
a  Hippocampus_tuberculatus  Castelnau_1875
a  Hyperlophus_vittatus  Castelnau_1875
a  Labracinus_lineatus  Castelnau_1875
a  Myxus_petardi  Castelnau_1875
a  Pomacentrus_modestus  Castelnau_1875
a  Scorpaena_sumptuosa  Castelnau_1875
a  Siphamia_cephalotes  Castelnau_1875
a  Suggrundus_staigeri  Castelnau_1875
a  Ambassis_elongatus  Castelnau_1878
a  Ambassis_macleayi  Castelnau_1878
a  Kurtus_gulliveri  Castelnau_1878
a  Melanotaenia_duboulayi  Castelnau_1878
a  Melanotaenia_fluviatilis  Castelnau_1878
a  Mogurnda_adspersa  Castelnau_1878
a  Parambassis_gulliveri  Castelnau_1878
a  Scortum_hillii  Castelnau_1878
a  Cheilodactylus_fuscus  Castelnau_1879
a  Cheilodactylus_vestitus  Castelnau_1879
a  Cristiceps_aurantiacus  Castelnau_1879
a  Filicampus_tigris  Castelnau_1879
a  Ageneiosus_magoi  Castillo_and_Brull_G._1989
a  Leptocephalus_giganteus  Castle_1959
a  Bassanago_hirsutus  Castle_1960
a  Synaphobranchus_oregoni  Castle_1960
a  Bathycongrus_trilineatus  Castle_1964
a  Histiobranchus_bruuni  Castle_1964
a  Neoconger_tuberculatus  Castle_1965
a  Coloconger_eximia  Castle_1967
a  Bathycongrus_wallacei  Castle_1968
a  Bathymyrus_smithi  Castle_1968
a  Benthenchelys_indicus  Castle_1972
a  Benthenchelys_pacificus  Castle_1972
a  Neocyema_erythrosoma  Castle_1978
a  Uroconger_erythraeus  Castle_1982
a  Poeciloconger_kapala  Castle_1990
a  Myroconger_gracilis  Castle_1991
a  Quassiremus_polyclitellum  Castle_1996
a  Heteroconger_pellegrini  Castle_1999
a  Myroconger_nigrodentatus  Castle_and_Bearez_1995
a  Myroconger_prolixus  Castle_and_Bearez_1995
a  Skythrenchelys_lentiginosa  Castle_and_McCosker_1999
a  Skythrenchelys_zabra  Castle_and_McCosker_1999
a  Lumiconger_arafura  Castle_and_Paxton_1984
a  Coloconger_canina  Castle_and_Raju_1975
a  Thalassenchelys_coheni  Castle_and_Raju_1975
a  Thalassenchelys_foliaceus  Castle_and_Raju_1975
a  Heteroconger_taylori  Castle_and_Randall_1995
a  Gorgasia_galzini  Castle_and_Randall_1999
a  Heteroconger_balteatus  Castle_and_Randall_1999
a  Heteroconger_enigmaticus  Castle_and_Randall_1999
a  Heteroconger_tomberua  Castle_and_Randall_1999
a  Heteroconger_tricia  Castle_and_Randall_1999
a  Nettastoma_solitarium  Castle_and_Smith_in_Smith_Bohlke_and_Castle_1981
a  Nettenchelys_gephyra  Castle_and_Smith_in_Smith_Bohlke_and_Castle_1981
a  Cynoscion_nannus  Castro
a  Echiophis_brunneus  Castro
a  Lile_gracilis  Castro
a  Lile_nigrofasciata  Castro
a  Lonchopisthus_sinuscalifornicus  Castro
a  Peristedion_paucibarbiger  Castro
a  Regalecus_kinoi  Castro
a  Engraulisoma_taeniatum  Castro_1981
a  Corydoras_gomezi  Castro_1986
a  Semaprochilodus_varii  Castro_1988
a  Prochilodus_britskii  Castro_1993
a  Lophiobrycon_weitzmani  Castro_Ribeira_Benine_and_Melo_2003
a  Etheostoma_lawrencei  Ceas_and_Burr_2002
a  Chaetostoma_yurubiense  Ceas_and_Page_1996
a  Etheostoma_bison  Ceas_and_Page_1997
a  Etheostoma_burri  Ceas_and_Page_1997
a  Etheostoma_kantuckeense  Ceas_and_Page_1997
a  Etheostoma_tecumsehi  Ceas_and_Page_1997
a  Etheostoma_oophylax  Ceas_and_Page_in_Page_Ceas_Swofford_and_Buth_1992
a  Ebinania_costaecanariae  Cervign_1961
a  Batrachoides_manglae  Cervign_1964
a  Emblemariopsis_randalli  Cervign_1965
a  Coryphopterus_venezuelae  Cervign_1966
a  Mycteroperca_cidi  Cervign_1966
a  Protemblemaria_punctata  Cervign_1966
a  Stellifer_griseus  Cervign_1966
a  Achirus_novoae  Cervign_1982
a  Anchoviella_manamensis  Cervign_1982
a  Citharichthys_minutus  Cervign_1982
a  Sparisoma_griseorubrum  Cervign_1982
a  Citharichthys_valdezi  Cervign_1986
a  Anchoviella_perezi  Cervign_1987
a  Emblemariopsis_ramirezi  Cervign_2000
a  Calliclinus_nudiventris  Cervign_and_Pequeo_in_Cervign_Pequeo_and_Moreno_1979
a  Jenkinsia_parvula  Cervign_and_Velazquez_1978
a  Diplodus_puntazzo  Cetti_1777
a  Pao_cambodgiensis  Chabanaud_1923
a  Apletodon_pellegrini  Chabanaud_1925
a  Heteromycteris_proboscideus  Chabanaud_1925
a  Microchirus_boscanion  Chabanaud_1926
a  Panna_perarmatus  Chabanaud_1926
a  Microdesmus_aethiopicus  Chabanaud_1927
a  Solea_aegyptiaca  Chabanaud_1927
a  Catathyridium_grandirivi  Chabanaud_1928
a  Trinectes_microphthalmus  Chabanaud_1928
a  Grammatobothus_krempfi  Chabanaud_1929
a  Halicampus_dunckeri  Chabanaud_1929
a  Ariomma_dollfusi  Chabanaud_1930
a  Aseraggodes_beauforti  Chabanaud_1930
