a  Lycodapus_extensus
a  Triportheus_pictus  Garman_1890
a  Triportheus_signatus  Garman_1890
a  Careproctus_longifilis  Garman_1892
a  Eumicrotremus_gyrinops  Garman_1892
a  Paraliparis_fimbriatus  Garman_1892
a  Fundulus_kansae  Garman_1895
a  Girardinus_creolus  Garman_1895
a  Girardinus_denticulatus  Garman_1895
a  Neoheterandria_tridentiger  Garman_1895
a  Orestias_elegans  Garman_1895
a  Orestias_incae  Garman_1895
a  Orestias_olivaceus  Garman_1895
a  Pamphorichthys_minor  Garman_1895
a  Pamphorichthys_scalpridens  Garman_1895
a  Poeciliopsis_latidens  Garman_1895
a  Pterolebias_longipinnis  Garman_1895
a  Rivulus_atratus  Garman_1895
a  Rivulus_isthmensis  Garman_1895
a  Rivulus_ornatus  Garman_1895
a  Antennarius_radiosus  Garman_1896
a  Bollmannia_eigenmanni  Garman_1896
a  Alepocephalus_asperifrons  Garman_1899
a  Alepocephalus_fundulus  Garman_1899
a  Argyropelecus_affinis  Garman_1899
a  Argyropelecus_lychnus  Garman_1899
a  Asthenomacrurus_fragilis  Garman_1899
a  Avocettina_bowersii  Garman_1899
a  Bassozetus_nasus  Garman_1899
a  Bathophilus_filifer  Garman_1899
a  Bathychaunax_coloratus  Garman_1899
a  Bathycongrus_varidens  Garman_1899
a  Bathycongrus_vicinalis  Garman_1899
a  Bathyonus_caudalis  Garman_1899
a  Bathypterois_ventralis  Garman_1899
a  Bathytroctes_inspector  Garman_1899
a  Bothrocara_elongatum  Garman_1899
a  Caelorinchus_canus  Garman_1899
a  Cataetyx_simus  Garman_1899
a  Chauliodus_barbatus  Garman_1899
a  Chauliodus_dentatus  Garman_1899
a  Chiasmodon_subniger  Garman_1899
a  Chiloconger_dentatus  Garman_1899
a  Chlopsis_longidens  Garman_1899
a  Chlorophthalmus_mento  Garman_1899
a  Congrosoma_evermanni  Garman_1899
a  Coryphaenoides_anguliceps  Garman_1899
a  Coryphaenoides_boops  Garman_1899
a  Coryphaenoides_bucephalus  Garman_1899
a  Coryphaenoides_bulbiceps  Garman_1899
a  Coryphaenoides_capito  Garman_1899
a  Coryphaenoides_carminifer  Garman_1899
a  Cyclothone_acclinidens  Garman_1899
a  Cyclothone_signata  Garman_1899
a  Danaphos_oculatus  Garman_1899
a  Dibranchus_erinaceus  Garman_1899
a  Dibranchus_hystrix  Garman_1899
a  Dibranchus_nudivomer  Garman_1899
a  Dibranchus_sparsus  Garman_1899
a  Dibranchus_spinosus  Garman_1899
a  Dicrolene_filamentosa  Garman_1899
a  Dicrolene_nigra  Garman_1899
a  Dicrolene_pullata  Garman_1899
a  Diogenichthys_laternatus  Garman_1899
a  Diplacanthopoma_jordani  Garman_1899
a  Dolopichthys_allector  Garman_1899
a  Ectreposebastes_imus  Garman_1899
a  Eretmichthys_pinnatus  Garman_1899
a  Facciolella_gilbertii  Garman_1899
a  Gadella_filifer  Garman_1899
a  Gnathophis_cinctus  Garman_1899
a  Gonichthys_tenuiculus  Garman_1899
a  Halieutopsis_tumifrons  Garman_1899
a  Halosaurus_attenuatus  Garman_1899
a  Halosaurus_radiatus  Garman_1899
a  Hemanthias_signifer  Garman_1899
a  Holcomycteronus_digittatus  Garman_1899
a  Hoplostethus_mento  Garman_1899
a  Hoplostethus_pacificus  Garman_1899
a  Hoplunnis_sicarius  Garman_1899
a  Hygophum_atratum  Garman_1899
a  Ipnops_agassizii  Garman_1899
a  Laemonema_gracillipes  Garman_1899
a  Lampadena_luminosa  Garman_1899
a  Leptochilichthys_agassizii  Garman_1899
a  Leucicorus_lusciosus  Garman_1899
a  Liopropoma_longilepis  Garman_1899
a  Lophiodes_caulinaris  Garman_1899
a  Lophiodes_spilurus  Garman_1899
a  Lycenchelys_cicatrifer  Garman_1899
a  Lycenchelys_incisa  Garman_1899
a  Lycenchelys_scaurus  Garman_1899
a  Mataeocephalus_tenuicauda  Garman_1899
a  Merluccius_angustimanus  Garman_1899
a  Monolene_dubiosa  Garman_1899
a  Monolene_maculipinna  Garman_1899
a  Monomitopus_malispinosus  Garman_1899
a  Monomitopus_torvus  Garman_1899
a  Myctophum_aurolaternatum  Garman_1899
a  Myctophum_nitidulum  Garman_1899
a  Nezumia_convergens  Garman_1899
a  Nezumia_latirostrata  Garman_1899
a  Nezumia_loricata  Garman_1899
a  Nezumia_orbitalis  Garman_1899
a  Notacanthus_spinosus  Garman_1899
a  Ogcocephalus_porrectus  Garman_1899
a  Ophichthus_frontalis  Garman_1899
a  Ophthalmolycus_conorhynchus  Garman_1899
a  Pachycara_bulbiceps  Garman_1899
a  Pachycara_suspectum  Garman_1899
a  Paraconger_ophichthys  Garman_1899
a  Paraliparis_angustifrons  Garman_1899
a  Paraliparis_attenuatus  Garman_1899
a  Paraliparis_latifrons  Garman_1899
a  Peristedion_barbiger  Garman_1899
a  Peristedion_crustosum  Garman_1899
a  Polyipnus_laternatus  Garman_1899
a  Pontinus_furcirhinus  Garman_1899
a  Porogadus_atripectus  Garman_1899
a  Porogadus_longiceps  Garman_1899
a  Pseudonus_acutus  Garman_1899
a  Sciadonus_pedicellaris  Garman_1899
a  Serrivomer_sector  Garman_1899
a  Sternoptyx_obscura  Garman_1899
a  Stomias_atriventer  Garman_1899
a  Stomias_gracilis  Garman_1899
a  Syacium_maculiferum  Garman_1899
a  Symphurus_microlepis  Garman_1899
a  Symphurus_varius  Garman_1899
a  Synchiropus_atrilabiatus  Garman_1899
a  Trichiurus_nitens  Garman_1899
a  Venefica_ocella  Garman_1899
a  Venefica_tentaculata  Garman_1899
a  Vinciguerria_lucetia  Garman_1899
a  Yarrella_argenteola  Garman_1899
a  Alticus_sertatus  Garman_1903
a  Apogon_crassiceps  Garman_1903
a  Gobiodon_atrangulatus  Garman_1903
a  Karsten_totoyensis  Garman_1903
a  Omobranchus_obliquus  Garman_1903
a  Vanderhorstia_atriclypea  Garman_1903
a  Garra_imberba  Garman_1912
a  Gobiobotia_filifer  Garman_1912
a  Siniperca_knerii  Garman_1912
a  Leporinus_jamesi  Garman_in_Borodin_1929
a  Chaetodon_multicinctus  Garrett_1863
a  Halichoeres_ornatissimus  Garrett_1863
a  Apogon_maculiferus  Garrett_1864
a  Goniistius_vittatus  Garrett_1864
a  Scorpaenodes_parvipinnis  Garrett_1864
a  Gambusia_clarkhubbsi  Garrett_and_Edwards_2003
a  Astyanax_unitaeniatus  Garutti_1998
a  Astyanax_argyrimarginatus  Garutti_1999
a  Astyanax_maculisquamis  Garutti_and_Britski_1997
a  Astyanax_altiparanae  Garutti_and_Britski_2000
a  Priolepis_robinsi  Garzn
a  Lythrypnus_minimus  Garzn_and_Acero_P._1988
a  Sparisoma_tuiupiranga  Gasparini_Joyeux_and_Floeter_2003
a  Stegastes_trindadensis  Gasparini_Moura_and_Sazima_1999
a  Ptereleotris_randalli  Gasparini_Rocha_and_Floeter_2001
a  Siganus_uspi  Gawel_and_Woodland_1974
a  Amoya_veliensis  Geevarghese_and_John_1982
a  Glossogobius_minutus  Geevarghese_and_John_1983
a  Corydoras_baderi  Geisler_1969
a  Thermobiotes_mytilogeiton  Geistdoerfer_1991
a  Careproctus_hyaleius  Geistdoerfer_1994
a  Pachycara_thermophilum  Geistdoerfer_1994
a  Thermarces_pelophilum  Geistdoerfer_1999
a  Alectis_alexandrinus  Geoffroy_Saint
a  Auchenoglanis_biscutatus  Geoffroy_Saint
a  Caranx_rhonchus  Geoffroy_Saint
a  Chrysichthys_auratus  Geoffroy_Saint
a  Citharinus_citharus  Geoffroy_Saint
a  Diplodus_vulgaris  Geoffroy_Saint
a  Heterobranchus_bidorsalis  Geoffroy_Saint
a  Siluranodon_auritus  Geoffroy_Saint
a  Synodontis_membranaceus  Geoffroy_Saint
a  Ophiclinops_hutchinsi  George_and_Springer_1980
a  Ophiclinus_brevipinnis  George_and_Springer_1980
a  Ophiclinus_ningulus  George_and_Springer_1980
a  Ophiclinus_pectoralis  George_and_Springer_1980
a  Sticharium_clarkae  George_and_Springer_1980
a  Coregonus_migratorius  Georgi_1775
a  Tilapia_zillii  Gervais_1848
a  Aphanius_apodus  Gervais_1853
a  Hemigrammus_aereus  Gery_1959
a  Hemigrammus_boesemani  Gery_1959
a  Hemigrammus_cayennensis  Gery_1959
a  Hemigrammus_guyanensis  Gery_1959
a  Parodon_guyanensis  Gery_1959
a  Thayeria_ifati  Gery_1959
a  Hyphessobrycon_roseus  Gery_1960
a  Hyphessobrycon_simulatus  Gery_1960
a  Leporinus_klausewitzi  Gery_1960
a  Microcharacidium_eleotrioides  Gery_1960
a  Odontostilbe_gracilis  Gery_1960
a  Odontostilbe_littoris  Gery_1960
a  Anostomus_brevior  Gery_1961
a  Anostomus_longus  Gery_1961
a  Hemigrammus_haraldi  Gery_1961
a  Hyphessobrycon_georgettae  Gery_1961
a  Hyphessobrycon_herbertaxelrodi  Gery_1961
a  Hyphessobrycon_stegemanni  Gery_1961
a  Hyphessobrycon_sweglesi  Gery_1961
a  Knodus_savannensis  Gery_1961
a  Hemibrycon_surinamensis  Gery_1962
a  Copella_vilmae  Gery_1963
a  Hemigrammus_vorderwinkleri  Gery_1963
a  Hyphessobrycon_tropis  Gery_1963
a  Paracheirodon_simulans  Gery_1963
a  Astyanax_kennedyi  Gery_1964
a  Bryconamericus_loisae  Gery_1964
a  Creagrutus_cochui  Gery_1964
a  Curimatopsis_evelynae  Gery_1964
a  Diapoma_terofali  Gery_1964
a  Grasseichthys_gabonensis  Gery_1964
a  Hemigrammus_luelingi  Gery_1964
a  Hemiodus_huraulti  Gery_1964
a  Hemiodus_sterni  Gery_1964
a  Hemiodus_vorderwinkleri  Gery_1964
a  Hyphessobrycon_gracilior  Gery_1964
a  Hyphessobrycon_saizi  Gery_1964
a  Hyphessobrycon_takasei  Gery_1964
a  Hyphessobrycon_tenuis  Gery_1964
a  Laemolyta_petiti  Gery_1964
a  Moenkhausia_eigenmanni  Gery_1964
a  Moenkhausia_robertsi  Gery_1964
a  Moenkhausia_takasei  Gery_1964
a  Oxybrycon_parvulus  Gery_1964
a  Parapristella_georgiae  Gery_1964
a  Rhinopetitia_myersi  Gery_1964
a  Schultzites_axelrodi  Gery_1964
a  Serrasalmus_sanchezi  Gery_1964
a  Brittanichthys_axelrodi  Gery_1965
a  Brittanichthys_myersi  Gery_1965
a  Characidium_roesseli  Gery_1965
a  Hemigrammus_pretoensis  Gery_1965
a  Hyphessobrycon_tukunai  Gery_1965
a  Jupiaba_anteroides  Gery_1965
a  Klausewitzia_ritae  Gery_1965
a  Moenkhausia_agnesae  Gery_1965
a  Moenkhausia_georgiae  Gery_1965
a  Moenkhausia_hemigrammoides  Gery_1965
a  Moenkhausia_surinamensis  Gery_1965
a  Poecilocharax_weitzmani  Gery_1965
a  Axelrodia_riesei  Gery_1966
a  Boehlkea_fredcochui  Gery_1966
a  Hoplocharax_goethei  Gery_1966
a  Hyphessobrycon_vilmae  Gery_1966
a  Ladigesia_roloffi  Gery_1968
a  Iguanodectes_adujai  Gery_1970
a  Iguanodectes_geisleri  Gery_1970
a  Elachocharax_junki  Gery_1971
a  Astyanax_asuncionensis  Gery_1972
a  Characidium_boehlkei  Gery_1972
a  Knodus_delta  Gery_1972
a  Knodus_gamma  Gery_1972
a  Knodus_septentrionalis  Gery_1972
a  Odontostilbe_roloffi  Gery_1972
a  Pseudochalceus_longianalis  Gery_1972
a  Aphyocharacidium_bolivianum  Gery_1973
a  Axelrodia_lindeae  Gery_1973
a  Microschemobrycon_elongatus  Gery_1973
a  Microschemobrycon_geisleri  Gery_1973
a  Tyttobrycon_dorsimaculatus  Gery_1973
a  Tyttobrycon_hamatus  Gery_1973
a  Tyttobrycon_spinosus  Gery_1973
a  Tyttobrycon_xeruini  Gery_1973
a  Laemolyta_macra  Gery_1974
a  Bryconexodon_juruenae  Gery_1980
a  Rhytiodus_lauzannei  Gery_1987
a  Moenkhausia_inrai  Gery_1992
a  Moenkhausia_loweae  Gery_1992
a  Iguanodectes_gracilis  Gery_1993
a  Iguanodectes_polylepis  Gery_1993
a  Iguanodectes_variatus  Gery_1993
a  Brycinus_fwaensis  Gery_1995
a  Micralestes_ambiguus  Gery_1995
a  Phenacogrammus_bleheri  Gery_1995
a  Phenacogrammus_taeniatus  Gery_1996
a  Leporinus_bleheri  Gery_1999
a  Petitella_georgiae  Gery_and_Boutiere_1964
a  Chilobrycon_deuterodon  Gery_and_de_Rham_1981
a  Inpaichthys_kerri  Gery_and_Junk_1977
a  Charax_condei  Gery_and_Knoppel_1976
a  Brycinus_derhami  Gery_and_Mahnert_1977
a  Hemigrammus_bleheri  Gery_and_Mahnert_1986
a  Hyphessobrycon_pytai  Gery_and_Mahnert_1993
a  Leporinus_lebaili  Gery_and_Planquette_1983
a  Creagrutus_planquettei  Gery_and_Renno_1989
a  Tucanoichthys_tucano  Gery_and_Romer_1997
a  Hyphessobrycon_amandae  Gery_and_Uj_1987
a  Hyphessobrycon_werneri  Gery_and_Uj_1987
a  Gymnorhamphichthys_petiti  Gery_and_Vu
a  Derhamia_hoffmannorum  Gery_and_Zarske_2002
a  Nannaethiops_bleheri  Gery_and_Zarske_2003
a  Cynodon_meionactis  Gery_Le_Bail_and_Keith_1999
a  Astyanax_leopoldi  Gery_Planquette_and_Le_Bail_1988
a  Astyanax_validus  Gery_Planquette_and_Le_Bail_1991
a  Bivibranchia_simulata  Gery_Planquette_and_Le_Bail_1991
a  Leporinus_gossei  Gery_Planquette_and_Le_Bail_1991
a  Steindachnerina_varii  Gery_Planquette_and_Le_Bail_1991
a  Moenkhausia_moisae  Gery_Planquette_and_Le_Bail_1995
a  Jupiaba_keithi  Gery_Planquette_and_Le_Bail_1996
a  Jupiaba_maroniensis  Gery_Planquette_and_Le_Bail_1996
a  Jupiaba_meunieri  Gery_Planquette_and_Le_Bail_1996
a  Jupiaba_ocellata  Gery_Planquette_and_Le_Bail_1996
a  Aphanius_stiassnyae  Getahun_and_Lazara_2001
a  Varicorhinus_axelrodi  Getahun_Stiassny_and_Teugels_2004
a  Jenynsia_eirmostigma  Ghedotti_and_Weitzman_1995
a  Jenynsia_unitaenia  Ghedotti_and_Weitzman_1995
a  Jenynsia_sanctaecatarinae  Ghedotti_and_Weitzman_1996
a  Jenynsia_weitzmani  Ghedotti_Meisner_and_Lucinda_2001
a  Uegitglanis_zammaranoi  Gianferrari_1923
a  Garra_ignestii  Gianferrari_1926
a  Ladigesocypris_ghigii  Gianferrari_1927
a  Schilbe_durinii  Gianferrari_1932
a  Cymatogaster_aggregata  Gibbons_1854
a  Hyperprosopon_argenteum  Gibbons_1854
a  Hyperprosopon_ellipticum  Gibbons_1854
a  Hysterocarpus_traskii  Gibbons_1854
a  Micrometrus_minimus  Gibbons_1854
a  Alepisaurus_brevirostris  Gibbs_1960
a  Eustomias_bifilis  Gibbs_1960
a  Eustomias_bulbornatus  Gibbs_1960
a  Photonectes_munificus  Gibbs_1968
a  Stomias_lampropeltis  Gibbs_1969
a  Eustomias_decoratus  Gibbs_1971
a  Astronesthes_trifibulatus  Gibbs_Amaoka_and_Haruta_1984
a  Astronesthes_nigroides  Gibbs_and_Aron_1960
a  Eustomias_crucis  Gibbs_and_Craddock_1973
a  Astronesthes_kreffti  Gibbs_and_McKinney_1988
a  Astronesthes_spatulifer  Gibbs_and_McKinney_1988
a  Cheilopogon_milleri  Gibbs_and_Staiger_1970
a  Astronesthes_psychrolutes  Gibbs_and_Weitzman_1965
a  Eustomias_appositus  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_australensis  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_austratlanticus  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_bertelseni  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_bibulboides  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_bimargaritoides  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_bituberoides  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_cancriensis  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_cirritus  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_crossotus  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_curtatus  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_deofamiliaris  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_grandibulbus  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_inconstans  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_kreffti  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_medusa  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_melanostigmoides  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_mesostenus  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_orientalis  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_pacificus  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_perplexus  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_posti  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_spherulifer  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_suluensis  Gibbs_Clarke_and_Gomon_1983
a  Eustomias_teuthidopsis  Gibbs_Clarke_and_Gomon_1983
a  Synodontis_khartoumensis  Gideiri_1967
a  Epigonus_constanciae  Giglioli_1880
a  Lepidion_guentheri  Giglioli_1880
a  Bathophilus_nigerrimus  Giglioli_1882
a  Bellottia_apoda  Giglioli_1883
a  Mola_ramsayi  Giglioli_1883
a  Eretmophorus_kleinenbergi  Giglioli_1889
a  Coryphaenoides_mediterraneus  Giglioli_1893
a  Hymenocephalus_italicus  Giglioli_in_Giglioli_and_Issel_1884
a  Chascanopsetta_crumenalis  Gilbert_&_Cramer_1897
a  Paralichthys_aestuarius  Gilbert_&_Scofield_1898
a  Sufflamen_verres  Gilbert_&_Starks_1904
a  Macrhybopsis_hyostoma  Gilbert_1884
a  Notropis_boops  Gilbert_1884
a  Notropis_topeka  Gilbert_1884
a  Etheostoma_cragini  Gilbert_1885
a  Macrhybopsis_tetranema  Gilbert_1886
a  Etheostoma_spilotum  Gilbert_1887
a  Ronquilus_jordani  Gilbert_1889
a  Ancylopsetta_dendritica  Gilbert_1890
a  Argentina_sialis  Gilbert_1890
a  Bathyagonus_nigripinnis  Gilbert_1890
a  Bathyagonus_pentacanthus  Gilbert_1890
a  Bathylagus_pacificus  Gilbert_1890
a  Caelorinchus_scaphopsis  Gilbert_1890
a  Cataetyx_rubrirostris  Gilbert_1890
a  Chaenopsis_alepidota  Gilbert_1890
a  Cheilopogon_xenopterus  Gilbert_1890
a  Cherublemma_emmelas  Gilbert_1890
a  Citharichthys_fragilis  Gilbert_1890
a  Citharichthys_xanthostigma  Gilbert_1890
a  Cryptotrema_corallinum  Gilbert_1890
a  Dactyloscopus_lunaticus  Gilbert_1890
a  Dibranchus_spongiosa  Gilbert_1890
a  Embassichthys_bathybius  Gilbert_1890
a  Gillellus_arenicola  Gilbert_1890
a  Gillellus_semicinctus  Gilbert_1890
a  Gobiesox_papillifer  Gilbert_1890
a  Gobiesox_pinniger  Gilbert_1890
a  Halichoeres_adustus  Gilbert_1890
a  Halichoeres_melanotis  Gilbert_1890
a  Hippoglossina_bollmani  Gilbert_1890
a  Hippoglossina_tetrophthalma  Gilbert_1890
a  Icelinus_cavifrons  Gilbert_1890
a  Icelinus_filamentosus  Gilbert_1890
a  Icelinus_fimbriatus  Gilbert_1890
a  Icelinus_oculatus  Gilbert_1890
a  Icelinus_tenuis  Gilbert_1890
a  Idiacanthus_antrostomus  Gilbert_1890
a  Lepophidium_microlepis  Gilbert_1890
a  Lepophidium_pardale  Gilbert_1890
a  Lepophidium_stigmatistium  Gilbert_1890
a  Leuroglossus_stilbius  Gilbert_1890
a  Lycenchelys_crotalinus  Gilbert_1890
a  Lycenchelys_porifer  Gilbert_1890
a  Lycodapus_fierasfer  Gilbert_1890
a  Lycodes_cortezianus  Gilbert_1890
a  Lythrypnus_dalli  Gilbert_1890
a  Lythrypnus_zebra  Gilbert_1890
a  Microgobius_cyclolepis  Gilbert_1890
a  Micropogonias_megalops  Gilbert_1890
a  Narcetes_stomias  Gilbert_1890
a  Neobythites_stelliferoides  Gilbert_1890
a  Neoconger_vermiformis  Gilbert_1890
a  Nezumia_liolepis  Gilbert_1890
a  Nezumia_stelgidolepis  Gilbert_1890
a  Ophidion_galeoides  Gilbert_1890
a  Paraliparis_rosaceus  Gilbert_1890
a  Perissias_taeniopterus  Gilbert_1890
a  Pherallodiscus_funebris  Gilbert_1890
a  Physiculus_nematopus  Gilbert_1890
a  Physiculus_rastrelliger  Gilbert_1890
a  Plectobranchus_evides  Gilbert_1890
a  Pontinus_sierra  Gilbert_1890
a  Pronotogrammus_eos  Gilbert_1890
a  Pseudojuloides_inornatus  Gilbert_1890
a  Quassiremus_nothochir  Gilbert_1890
a  Radulinus_asprellus  Gilbert_1890
a  Rimicola_eigenmanni  Gilbert_1890
a  Sebastes_alutus  Gilbert_1890
a  Sebastes_aurora  Gilbert_1890
a  Sebastes_diploproa  Gilbert_1890
a  Sebastes_saxicola  Gilbert_1890
a  Sebastes_sinensis  Gilbert_1890
a  Sebastes_zacentrus  Gilbert_1890
a  Serranus_aequidens  Gilbert_1890
a  Starksia_cremnobates  Gilbert_1890
a  Stenobrachius_nannochir  Gilbert_1890
a  Synodus_lacertinus  Gilbert_1890
a  Thalassoma_grammaticum  Gilbert_1890
a  Thalassoma_virens  Gilbert_1890
a  Tomicodon_humeralis  Gilbert_1890
a  Totoaba_macdonaldi  Gilbert_1890
a  Triphoturus_mexicanus  Gilbert_1890
a  Xeneretmus_latifrons  Gilbert_1890
a  Xeneretmus_triacanthus  Gilbert_1890
a  Apterichtus_kendalli  Gilbert_1891
a  Bathycongrus_macrurus  Gilbert_1891
a  Citharichthys_platophrys  Gilbert_1891
a  Dialommus_fuscus  Gilbert_1891
a  Etheostoma_jordani  Gilbert_1891
a  Facciolella_equatorialis  Gilbert_1891
a  Fundulus_albolineatus  Gilbert_1891
a  Holacanthus_clarionensis  Gilbert_1891
a  Ilyophis_brunneus  Gilbert_1891
a  Lythrurus_fasciolaris  Gilbert_1891
a  Melamphaes_lugubris  Gilbert_1891
a  Ophisoma_prorigerum  Gilbert_1891
a  Pristigenys_serrula  Gilbert_1891
a  Xenomystax_atrarius  Gilbert_1891
a  Albatrossia_pectoralis  Gilbert_1892
a  Alepocephalus_tenebrosus  Gilbert_1892
a  Bellator_gymnostethus  Gilbert_1892
a  Bollmannia_macropoma  Gilbert_1892
a  Bollmannia_ocellata  Gilbert_1892
a  Bollmannia_stigmatura  Gilbert_1892
a  Careproctus_melanurus  Gilbert_1892
a  Chriolepis_minutillus  Gilbert_1892
a  Diplectrum_sciurus  Gilbert_1892
a  Epinephelus_acanthistius  Gilbert_1892
a  Gillellus_ornatus  Gilbert_1892
a  Gobionellus_microdon  Gilbert_1892
a  Gobulus_crescentalis  Gilbert_1892
a  Lycodes_diapterus  Gilbert_1892
a  Mugil_setosus  Gilbert_1892
a  Nannobrachium_regale  Gilbert_1892
a  Paraliparis_cephalus  Gilbert_1892
a  Paraliparis_mento  Gilbert_1892
a  Stegastes_leucorus  Gilbert_1892
a  Symphurus_fasciolaris  Gilbert_1892
a  Syngnathus_carinatus  Gilbert_1892
a  Trachyrincus_helolepis  Gilbert_1892
a  Upeneus_xanthogrammus  Gilbert_1892
a  Crenichthys_baileyi  Gilbert_1893
a  Empetrichthys_merriami  Gilbert_1893
a  Acantholumpenus_mackayi  Gilbert_1896
a  Artediellus_pacificus  Gilbert_1896
a  Aspidophoroides_bartoni  Gilbert_1896
a  Bathyagonus_alascanus  Gilbert_1896
a  Careproctus_colletti  Gilbert_1896
a  Careproctus_ectenes  Gilbert_1896
a  Careproctus_ostentum  Gilbert_1896
a  Careproctus_ovigerus  Gilbert_1896
a  Careproctus_phasma  Gilbert_1896
a  Careproctus_simus  Gilbert_1896
a  Clinocottus_acuticeps  Gilbert_1896
a  Coryphaenoides_cinereus  Gilbert_1896
a  Coryphaenoides_filifer  Gilbert_1896
a  Cottus_aleuticus  Gilbert_1896
a  Cryptacanthodes_aleutensis  Gilbert_1896
a  Derepodichthys_alepidotus  Gilbert_1896
a  Gyrinichthys_minytremus  Gilbert_1896
a  Icelinus_borealis  Gilbert_1896
a  Icelus_canaliculatus  Gilbert_1896
a  Icelus_spiniger  Gilbert_1896
a  Lethotremus_muticus  Gilbert_1896
a  Limanda_proboscidea  Gilbert_1896
a  Liparis_fucensis  Gilbert_1896
a  Lycodapus_dermatinus  Gilbert_1896
a  Lycodapus_parviceps  Gilbert_1896
a  Lycodes_palearis  Gilbert_1896
a  Lyconema_barbatum  Gilbert_1896
a  Melanostigma_pammelas  Gilbert_1896
a  Microcottus_sellaris  Gilbert_1896
a  Paraliparis_dactylosus  Gilbert_1896
a  Paraliparis_holomelas  Gilbert_1896
a  Paraliparis_ulochir  Gilbert_1896
a  Rhinoliparis_barbulifer  Gilbert_1896
a  Sarritor_frenatus  Gilbert_1896
a  Sarritor_leptorhynchus  Gilbert_1896
a  Sebastes_jordani  Gilbert_1896
a  Sebastolobus_altivelis  Gilbert_1896
a  Triglops_forficatus  Gilbert_1896
a  Triglops_scepticus  Gilbert_1896
a  Triglops_xenostethus  Gilbert_1896
a  Zesticelus_profundorum  Gilbert_1896
a  Myripristis_clarionensis  Gilbert_1897
a  Ophioscion_strabo  Gilbert_1897
a  Sebastes_semicinctus  Gilbert_1897
a  Catostomus_snyderi  Gilbert_1898
a  Cottus_klamathensis  Gilbert_1898
a  Cottus_princeps  Gilbert_1898
a  Sphoeroides_greeleyi  Gilbert_1900
a  Starksia_brasiliensis  Gilbert_1900
a  Bathyagonus_infraspinatus  Gilbert_1904
a  Paraclinus_mexicanus  Gilbert_1904
a  Rathbunella_alleni  Gilbert_1904
a  Antigonia_eos  Gilbert_1905
a  Arnoglossus_debilis  Gilbert_1905
a  Astronesthes_lucifer  Gilbert_1905
a  Bathygadus_bowersi  Gilbert_1905
a  Bathygadus_micronemus  Gilbert_1905
a  Bembradium_roseum  Gilbert_1905
a  Bembrops_filifera  Gilbert_1905
a  Caelorinchus_aratrum  Gilbert_1905
a  Caelorinchus_doryssus  Gilbert_1905
a  Callionymus_corallinus  Gilbert_1905
a  Callionymus_decoratus  Gilbert_1905
a  Champsodon_fimbriatus  Gilbert_1905
a  Chascanopsetta_prorigera  Gilbert_1905
a  Chaunax_umbrinus  Gilbert_1905
a  Chrionema_chryseres  Gilbert_1905
a  Chrionema_squamiceps  Gilbert_1905
a  Chromis_leucura  Gilbert_1905
a  Coryphaenoides_longicirrhus  Gilbert_1905
a  Cyclothone_atraria  Gilbert_1905
a  Cyttomimus_stelgis  Gilbert_1905
a  Diaphus_adenomus  Gilbert_1905
a  Engyprosopon_xenandrus  Gilbert_1905
a  Epigonus_atherinoides  Gilbert_1905
a  Eurypegasus_papilio  Gilbert_1905
a  Festucalex_erythraeus  Gilbert_1905
a  Gadomus_melanopterus  Gilbert_1905
a  Grammatonotus_laysanus  Gilbert_1905
a  Halieutaea_retifera  Gilbert_1905
a  Hoplichthys_citrinus  Gilbert_1905
a  Hoplichthys_platophrys  Gilbert_1905
a  Hymenocephalus_aterrimus  Gilbert_1905
a  Hymenocephalus_striatulus  Gilbert_1905
a  Ijimaia_plicatellus  Gilbert_1905
a  Kentrocapros_spilonotus  Gilbert_1905
a  Kumba_hebetata  Gilbert_1905
a  Laemonema_rhodochir  Gilbert_1905
a  Leptostomias_macronema  Gilbert_1905
a  Lestidium_nudum  Gilbert_1905
a  Lophiodes_miacanthus  Gilbert_1905
a  Malacocephalus_hawaiiensis  Gilbert_1905
a  Malthopsis_jordani  Gilbert_1905
a  Neomerinthe_rufescens  Gilbert_1905
a  Nezumia_burragei  Gilbert_1905
